Product Name,Unit Cost,Selling Price,Current Stock,Category,Warehouse,Min Stock,Max Stock
Tea Bags (100pk) V2,41.84,55.65,640,Food & Beverage,Primary,8,4647
Sugar 5lb XL,4.25,5.74,2606,Food & Beverage,International,24,5943
Creamer (50pk) V3,27.31,35.31,874,Food & Beverage,South,9,3579
Cups 12oz (100pk) Premium,22.74,33.75,2049,Food & Beverage,West Coast,24,4648
Lids 12oz (100pk) XL,23.66,30.48,524,Food & Beverage,West Coast,25,5210
Stirrers (1000pk) Compact,39.89,56.12,2344,Food & Beverage,International,16,3086
Napkins (500pk) Eco,36.83,48.9,879,Food & Beverage,Primary,10,3715
Paper Plates (100pk) Pro,49.1,56.51,756,Food & Beverage,South,10,4501
Plastic Cutlery Set (200pk) Plus,31.72,45.17,304,Food & Beverage,East Coast,17,4722
Water Bottles (24pk) Compact,41.08,47.96,1458,Food & Beverage,Midwest,8,3671
Snack Bars (12pk) Max,44.59,58.99,2979,Food & Beverage,West Coast,15,4048
Nuts Variety (6pk) Premium,9.99,14.62,1848,Food & Beverage,East Coast,25,3025
Dried Fruit (6pk) Pro,8.64,10.85,2333,Food & Beverage,West Coast,12,4333
Crackers (8pk) V2,22.64,31.61,887,Food & Beverage,South,11,5838
Peanut Butter Lite,40.82,52.81,2448,Food & Beverage,South,19,3312
Jelly Mini,8.36,12.46,1289,Food & Beverage,International,10,5096
Canned Soup (6pk) Lite,9.87,14.45,1951,Food & Beverage,East Coast,24,4210
Canned Tuna (6pk) Mini,15.86,23.35,2266,Food & Beverage,West Coast,28,3008
Rice 10lb Heavy Duty,41.25,47.97,1007,Food & Beverage,West Coast,25,5258
Pasta (6pk) Bulk,7.18,9.3,2181,Food & Beverage,International,12,4799
Olive Oil Bulk,4.17,5.4,1214,Food & Beverage,Midwest,7,4331
Vinegar Lite,30.24,41.23,1484,Food & Beverage,International,15,3370
Salt & Pepper Set Eco,5.46,6.95,1414,Food & Beverage,South,15,3654
Spice Rack Bulk,45.08,62.9,100,Food & Beverage,West Coast,12,3560
Honey Eco,35.43,47.25,2509,Food & Beverage,Midwest,7,3668
Granola V3,9.35,13.55,2238,Food & Beverage,Primary,22,5472
Protein Powder Max,21.24,28.82,2891,Food & Beverage,West Coast,26,5597
Electrolyte Mix (30pk) XL,23.2,31.92,1763,Food & Beverage,South,19,5180
Wireless Mouse Single,645.48,946.08,100,Electronics,Primary,2,719
Mechanical Keyboard Pro,724.72,1076.79,172,Electronics,East Coast,4,558
USB-C Hub Single,751.94,1012.13,340,Electronics,East Coast,5,606
Webcam HD Single,544.31,752.34,382,Electronics,International,4,720
Bluetooth Speaker Standard,635.08,825.95,330,Electronics,South,3,576
Portable Charger Lite,120.75,185.5,353,Electronics,International,1,793
HDMI Cable V3,464.94,622.2,338,Electronics,East Coast,3,546
SSD 1TB Standard,561.7,806.1,206,Electronics,South,1,976
RAM 16GB Mini,56.48,75.72,198,Electronics,South,1,683
Graphics Card V3,224.42,348.08,232,Electronics,West Coast,5,516
CPU Processor Premium,762.56,892.94,199,Electronics,South,3,574
Motherboard V3,559.75,712.27,19,Electronics,Primary,3,797
Power Supply 750W V2,716.68,934.99,306,Electronics,West Coast,1,919
PC Case Standard,453.03,599.19,374,Electronics,West Coast,4,500
Monitor 27 inch V3,640.98,833.54,422,Electronics,International,4,984
Laptop Stand Premium,530.04,698.83,469,Electronics,South,2,522
Noise Cancelling Headphones V3,513.2,729.26,120,Electronics,Primary,3,819
Smart Watch XL,23.57,32.96,479,Electronics,East Coast,2,811
Fitness Tracker Compact,425.48,611.29,430,Electronics,Primary,1,663
Wireless Earbuds XL,791.9,1178.92,394,Electronics,Midwest,2,537
Tablet 10 inch Eco,204.54,280.03,234,Electronics,East Coast,2,685
E-Reader Mini,402.54,512.79,424,Electronics,East Coast,3,592
Smart Plug Lite,575.42,842.21,409,Electronics,East Coast,2,872
WiFi Router Lite,352.07,409.85,451,Electronics,International,2,633
Network Switch Standard,523.01,797.95,259,Electronics,Midwest,4,749
External HDD 2TB Mini,95.41,149.11,131,Electronics,East Coast,4,867
Flash Drive 64GB V3,307.18,369.52,500,Electronics,Midwest,3,725
Memory Card 128GB Compact,310.06,429.08,167,Electronics,South,5,904
Desk Lamp LED Lite,183.86,291.64,217,Electronics,East Coast,2,618
Phone Charger Plus,429.47,503.54,40,Electronics,East Coast,3,620
Screen Protector Eco,177.34,227.22,176,Electronics,Primary,5,608
Phone Case Eco,701.47,1043.26,231,Electronics,International,4,997
Laptop Sleeve XL,539.85,832.53,334,Electronics,South,5,632
Monitor Arm Pro,155.74,196.62,267,Electronics,West Coast,5,809
Keyboard Wrist Rest Max,165.46,262.05,165,Electronics,South,3,533
Mouse Pad XL V2,62.64,99.42,155,Electronics,Primary,1,864
Cable Management Kit Max,767.88,884.43,433,Electronics,East Coast,3,832
Surge Protector Eco,679.26,824.37,486,Electronics,Primary,3,691
UPS Battery V2,321.2,486.25,413,Electronics,Midwest,2,735
Microphone USB V2,219.39,256.76,152,Electronics,Midwest,3,951
Ring Light Heavy Duty,592.79,930.51,99,Electronics,Midwest,3,590
Green Screen Plus,368.09,549.99,312,Electronics,East Coast,2,554
Streaming Deck Single,322.42,471.08,332,Electronics,Primary,2,710
Capture Card Mini,210.05,273.57,247,Electronics,South,2,828
VR Headset V3,768.61,997.97,101,Electronics,Primary,3,717
Drone Camera Mini,713.09,863.95,13,Electronics,Primary,1,657
Action Camera Lite,41.13,50.87,160,Electronics,International,3,764
Digital Camera Max,429.04,578.89,279,Electronics,East Coast,2,679
Camera Lens Heavy Duty,572.17,756.07,345,Electronics,Primary,4,679
Tripod Eco,610.92,921.51,336,Electronics,East Coast,3,690
Camera Bag Premium,796.35,1260.81,112,Electronics,Midwest,3,546
Ballpoint Pens (12pk) Pro,149.27,181.64,342,Office Supplies,Primary,20,3730
Sticky Notes (8pk) Plus,58.38,100.86,294,Office Supplies,Midwest,9,2669
File Folders (24pk) XL,109.03,137.76,614,Office Supplies,International,11,3033
Printer Paper A4 V2,11.2,19.6,173,Office Supplies,Primary,14,2120
Ink Cartridge Black Max,57.98,83.33,1259,Office Supplies,Midwest,14,3469
Ink Cartridge Color Heavy Duty,118.71,146.16,417,Office Supplies,East Coast,10,3475
Desk Organizer Bulk,34.9,45.2,1125,Office Supplies,East Coast,11,3207
Paper Shredder Eco,91.77,121.65,1833,Office Supplies,Midwest,7,3556
Laminator Heavy Duty,51.62,74.29,1679,Office Supplies,East Coast,18,3939
Label Maker Heavy Duty,102.07,138.44,1641,Office Supplies,International,17,2957
Whiteboard 48x36 V2,80.23,120.25,1632,Office Supplies,East Coast,9,2940
Markers (8pk) Standard,135.55,194.57,1145,Office Supplies,International,10,2577
Eraser Single,7.75,9.7,1656,Office Supplies,East Coast,16,3136
Stapler V3,103.92,174.83,746,Office Supplies,West Coast,11,3807
Staples (5000pk) Eco,141.21,194.58,1423,Office Supplies,Primary,5,2239
Tape Dispenser Single,128.54,172.62,1424,Office Supplies,Midwest,5,2739
Scissors Standard,18.63,28.57,1664,Office Supplies,Midwest,11,2239
Paper Clips (100pk) V3,139.9,174.81,494,Office Supplies,South,7,2178
Binder Clips (24pk) Premium,103.03,132.63,1212,Office Supplies,International,11,3793
Rubber Bands (1lb) Pro,118.1,171.61,727,Office Supplies,International,9,2994
Envelopes (100pk) Heavy Duty,35.47,48.91,234,Office Supplies,West Coast,6,2096
Notebooks (6pk) Premium,146.61,203.94,610,Office Supplies,South,5,2166
Planner 2024 Bulk,34.91,61.7,600,Office Supplies,South,5,2015
Calculator Standard,44.67,76.66,752,Office Supplies,Primary,5,3148
Ruler Mini,58.08,101.25,319,Office Supplies,Primary,17,3869
Hole Punch Premium,66.21,90.37,493,Office Supplies,South,7,2203
Letter Tray Max,85.6,118.09,321,Office Supplies,South,19,2444
Magazine Rack Compact,118.41,178.26,1148,Office Supplies,International,13,2784
Bulletin Board XL,134.87,203.73,1511,Office Supplies,Midwest,5,2874
Push Pins (100pk) Heavy Duty,92.62,158.76,753,Office Supplies,Midwest,19,3249
Correction Tape (3pk) Standard,15.93,21.8,708,Office Supplies,South,6,3638
Glue Sticks (6pk) Pro,80.61,121.39,749,Office Supplies,West Coast,15,3376
Index Cards (200pk) V3,123.47,181.37,502,Office Supplies,South,14,2500
Graph Paper Pad V3,87.32,130.07,1472,Office Supplies,East Coast,11,3369
Legal Pads (3pk) Heavy Duty,103.26,181.31,889,Office Supplies,Midwest,13,3086
Presentation Folders (25pk) Heavy Duty,38.66,68.53,1962,Office Supplies,South,7,3314
Sheet Protectors (50pk) Compact,120.47,173.64,288,Office Supplies,West Coast,14,3613
Report Covers (12pk) Premium,58.78,80.04,1241,Office Supplies,West Coast,6,3299
Clipboard Standard,98.87,168.73,1485,Office Supplies,West Coast,12,3996
Pen Holder Plus,144.57,258.55,412,Office Supplies,South,13,2270
Office Chair Ergonomic Compact,1190.34,1436.94,86,Furniture,Primary,0,181
Standing Desk V3,341.5,473.61,77,Furniture,Midwest,1,117
L-Shaped Desk Eco,671.75,894.69,54,Furniture,West Coast,2,187
Bookshelf 5-Tier Compact,490.59,575.1,46,Furniture,West Coast,2,162
Filing Cabinet 3-Drawer XL,775.45,994.11,96,Furniture,International,1,128
Conference Table XL,1096.53,1484.69,16,Furniture,International,1,149
Guest Chair Bulk,377.08,481.36,56,Furniture,West Coast,0,118
Desk Lamp Bulk,924.1,1212.49,98,Furniture,Primary,2,168
Floor Mat V3,457.52,616.58,24,Furniture,East Coast,0,128
Monitor Riser Mini,876.15,1216.31,43,Furniture,West Coast,2,159
Storage Cabinet Premium,1002.79,1203.93,61,Furniture,International,1,158
Coat Rack Mini,738.26,1005.3,94,Furniture,Midwest,0,159
Waste Basket V2,718.06,989.2,59,Furniture,South,2,120
Desk Drawer Unit Pro,595.06,659.02,18,Furniture,International,2,119
Computer Desk Max,662.56,780.22,67,Furniture,Primary,2,142
Gaming Chair XL,184.3,224.5,61,Furniture,West Coast,1,196
Recliner V2,706.72,865.13,65,Furniture,Midwest,1,116
Sofa 3-Seater Max,187.52,226.77,97,Furniture,Midwest,1,153
Coffee Table Plus,717.81,887.34,81,Furniture,West Coast,0,199
Side Table Heavy Duty,500.76,684.96,74,Furniture,South,0,177
TV Stand Single,833.0,1095.0,33,Furniture,Midwest,2,154
Shoe Rack Mini,276.46,334.67,21,Furniture,International,0,137
Wardrobe Standard,794.98,1038.21,54,Furniture,East Coast,1,103
Dresser Plus,612.65,806.84,12,Furniture,International,1,123
Nightstand Premium,660.47,869.25,50,Furniture,Primary,0,189
Bed Frame Queen Pro,61.69,70.86,21,Furniture,International,1,162
Mattress Queen Eco,1024.72,1239.63,29,Furniture,East Coast,1,148
Dining Table 6-seat Single,1067.56,1339.99,8,Furniture,Primary,2,187
Dining Chair Bulk,208.1,267.2,47,Furniture,International,0,181
Bar Stool Heavy Duty,616.7,706.68,45,Furniture,West Coast,2,193
Kitchen Island XL,988.99,1172.13,9,Furniture,Midwest,0,169
Pantry Cabinet Single,731.75,911.04,14,Furniture,West Coast,2,186
Bathroom Vanity Bulk,1119.25,1465.84,5,Furniture,International,2,109
Mirror Cabinet V2,739.24,1027.98,38,Furniture,Midwest,0,167
Laundry Hamper Compact,408.57,508.66,80,Furniture,International,0,145
Room Divider Bulk,1099.97,1210.0,72,Furniture,East Coast,1,128
Accent Chair Standard,414.89,460.22,65,Furniture,East Coast,1,197
Ottoman Premium,450.87,518.76,39,Furniture,International,2,109
Console Table Bulk,739.36,885.46,27,Furniture,South,2,150
Bench Storage XL,919.08,1062.41,76,Furniture,International,2,160
All-Purpose Cleaner Compact,24.61,36.82,4594,Cleaning,West Coast,34,8691
Glass Cleaner Max,4.91,6.25,1902,Cleaning,Primary,47,8035
Disinfectant Spray Heavy Duty,3.95,6.22,1193,Cleaning,Primary,36,9908
Floor Cleaner Max,5.69,7.25,2725,Cleaning,South,28,6734
Bathroom Cleaner Max,18.15,29.31,2330,Cleaning,West Coast,37,6451
Degreaser Single,18.03,24.15,3105,Cleaning,East Coast,18,6076
Air Freshener Premium,6.82,10.81,991,Cleaning,West Coast,32,7211
Microfiber Cloths (12pk) XL,11.21,19.48,778,Cleaning,Primary,16,6261
Sponges (6pk) Max,17.73,26.25,3304,Cleaning,West Coast,42,9674
Rubber Gloves (3pk) Eco,14.86,19.58,4385,Cleaning,West Coast,16,7633
Trash Bags 13gal (50pk) XL,39.06,66.23,1809,Cleaning,East Coast,49,10000
Paper Towels (12pk) Plus,36.8,46.37,3219,Cleaning,International,17,9216
Toilet Paper (24pk) Lite,11.97,16.59,1717,Cleaning,Primary,12,5396
Hand Soap (6pk) Plus,30.15,43.74,2002,Cleaning,International,17,6744
Hand Sanitizer V3,5.72,7.58,3920,Cleaning,International,27,8985
Mop Eco,33.46,48.28,1219,Cleaning,Midwest,22,6563
Broom Premium,23.31,34.21,664,Cleaning,Midwest,33,7657
Dustpan Premium,25.44,40.3,1577,Cleaning,South,39,8094
Vacuum Bags (6pk) V2,17.13,29.5,4596,Cleaning,Primary,15,5270
Dish Soap Mini,29.35,45.16,2978,Cleaning,East Coast,24,5607
Dishwasher Tablets (30pk) Bulk,16.08,23.75,4001,Cleaning,West Coast,15,6092
Laundry Detergent Bulk,20.26,27.14,4582,Cleaning,Midwest,34,7803
Fabric Softener V3,15.03,24.35,3031,Cleaning,West Coast,17,6579
Stain Remover Heavy Duty,21.5,32.99,2268,Cleaning,Midwest,41,9922
Bleach V3,9.44,15.53,459,Cleaning,Primary,13,6192
Duster Extendable V3,18.36,27.05,1899,Cleaning,South,43,5572
Window Squeegee Standard,11.19,17.55,291,Cleaning,International,27,6454
Toilet Brush XL,3.29,4.42,1985,Cleaning,Primary,48,6693
Plunger Lite,15.83,25.04,4374,Cleaning,South,25,5968
Drain Cleaner XL,23.23,31.83,4403,Cleaning,West Coast,22,6426
Lint Roller Bulk,13.55,20.57,4323,Cleaning,Midwest,13,9419
Carpet Cleaner Single,7.41,12.68,4959,Cleaning,Primary,23,8830
Wood Polish Plus,11.73,16.49,719,Cleaning,International,48,5857
Stainless Steel Cleaner Bulk,21.32,31.49,1859,Cleaning,East Coast,16,9002
Oven Cleaner Mini,19.59,30.19,4531,Cleaning,South,32,7322
Grout Cleaner Max,26.79,40.22,3044,Cleaning,Midwest,34,9085
First Aid Kit Premium,141.42,167.27,421,Safety,Primary,9,1813
Fire Extinguisher Eco,197.35,278.96,801,Safety,Midwest,6,1377
Safety Goggles V2,7.13,9.84,363,Safety,International,9,1464
Work Gloves Pro,51.69,65.09,101,Safety,Primary,10,1320
Hard Hat Bulk,193.0,244.92,708,Safety,Midwest,8,1368
Safety Vest Premium,76.63,99.22,295,Safety,International,9,1620
Ear Plugs (50pk) Heavy Duty,33.05,41.6,866,Safety,South,8,1065
Dust Masks (50pk) V2,191.25,261.66,191,Safety,Primary,4,1241
Face Shields (5pk) Pro,15.89,18.93,388,Safety,International,6,1270
Safety Boots Eco,100.43,120.52,291,Safety,International,2,1105
Knee Pads Lite,168.06,236.64,552,Safety,South,5,1266
Back Support Belt Pro,79.29,103.16,440,Safety,East Coast,3,1598
Anti-Fatigue Mat Compact,7.28,10.05,910,Safety,South,4,1408
Wet Floor Sign Compact,72.11,88.53,444,Safety,Primary,6,1963
Safety Cone Single,22.88,28.66,115,Safety,Midwest,9,1688
Fire Blanket Compact,166.11,217.7,940,Safety,East Coast,3,1679
Smoke Detector Standard,8.06,9.61,856,Safety,West Coast,4,1110
Carbon Monoxide Detector Max,110.43,130.65,566,Safety,International,9,1929
Emergency Kit Compact,103.95,139.41,941,Safety,Midwest,6,1640
Flashlight Heavy Duty Standard,79.0,100.97,664,Safety,South,8,1399
Batteries AA (24pk) XL,186.03,224.37,269,Safety,South,10,1814
Batteries AAA (24pk) Max,83.62,102.82,678,Safety,International,8,1408
Extension Cord 25ft Mini,87.26,102.32,335,Safety,Midwest,9,1482
Power Strip 6-outlet Compact,17.74,25.48,699,Safety,International,7,1476
Cable Cover V3,22.41,27.26,582,Safety,East Coast,4,1780
Lockout Tagout Kit Max,191.81,249.42,682,Safety,Primary,4,1968
Spill Kit Plus,86.07,107.53,613,Safety,East Coast,3,1216
Eye Wash Station Lite,163.89,244.32,142,Safety,Midwest,5,1974
Chemical Storage Cabinet V3,183.58,216.29,584,Safety,East Coast,6,1497
Gas Detector Standard,170.57,251.29,644,Safety,International,7,1441
Cardboard Box Small Compact,43.0,51.84,3009,Packaging,East Coast,30,10319
Cardboard Box Medium Single,70.83,91.37,688,Packaging,West Coast,89,18604
Cardboard Box Large Plus,75.95,117.23,530,Packaging,International,29,10772
Bubble Wrap Roll V2,21.55,31.88,1686,Packaging,Midwest,47,16851
Packing Peanuts Bulk,5.69,7.63,2544,Packaging,International,38,16507
Shipping Tape (6pk) Mini,57.34,76.06,8537,Packaging,Midwest,92,12216
Labels (500pk) Lite,19.9,27.16,8590,Packaging,Midwest,64,12370
Poly Mailers (100pk) Plus,26.11,32.93,4609,Packaging,International,45,19176
Shrink Wrap Roll Max,22.02,30.14,639,Packaging,East Coast,37,10011
Packing Paper (25lb) Premium,5.17,6.65,2383,Packaging,Midwest,77,18945
Foam Sheets (50pk) Bulk,73.73,114.2,5025,Packaging,International,79,10640
Strapping Tape V3,60.34,94.65,6668,Packaging,Primary,54,15159
Pallet Wrap Max,74.64,101.51,2856,Packaging,South,26,14740
Void Fill V2,4.86,6.12,940,Packaging,East Coast,47,14800
Tissue Paper (100pk) Max,77.61,108.85,578,Packaging,International,99,11928
Gift Boxes (12pk) Premium,39.99,55.01,2570,Packaging,West Coast,34,18442
Ribbon Roll Pro,26.0,35.82,9554,Packaging,West Coast,72,12587
Gift Bags (24pk) XL,43.94,59.83,834,Packaging,West Coast,100,15630
Kraft Paper Roll Compact,39.96,57.97,4728,Packaging,Primary,43,18649
Corrugated Roll Eco,22.93,35.85,574,Packaging,South,47,13287
Coffee Beans 1lb V3,44.53,59.69,2504,Food & Beverage,International,11,4510
Ground Coffee 2lb Compact,21.16,29.7,2686,Food & Beverage,West Coast,26,5258
Tea Bags (100pk) Eco,47.24,56.14,1466,Food & Beverage,West Coast,28,3357
Sugar 5lb Bulk,35.21,41.53,2354,Food & Beverage,South,30,3633
Creamer (50pk) Pro,30.36,39.29,574,Food & Beverage,West Coast,9,5322
Cups 12oz (100pk) Max,21.13,25.06,2631,Food & Beverage,West Coast,12,5672
Lids 12oz (100pk) Compact,36.29,44.58,931,Food & Beverage,International,12,3929
Stirrers (1000pk) XL,47.78,59.64,1119,Food & Beverage,Midwest,21,3063
Napkins (500pk) Lite,18.55,21.4,478,Food & Beverage,Primary,24,3709
Paper Plates (100pk) Eco,13.85,19.41,2579,Food & Beverage,West Coast,17,5232
Plastic Cutlery Set (200pk) V2,46.75,61.65,1689,Food & Beverage,Primary,14,4860
Water Bottles (24pk) Single,20.06,27.44,2722,Food & Beverage,East Coast,17,5440
Snack Bars (12pk) V2,34.46,45.11,1139,Food & Beverage,Primary,25,5761
Nuts Variety (6pk) Heavy Duty,40.72,54.13,2625,Food & Beverage,International,9,5029
Dried Fruit (6pk) Pro,11.01,15.21,2125,Food & Beverage,West Coast,22,5107
Crackers (8pk) Single,6.26,7.65,1626,Food & Beverage,South,26,3727
Peanut Butter Bulk,15.67,20.73,2630,Food & Beverage,Midwest,15,3149
Jelly Bulk,2.78,3.93,2636,Food & Beverage,West Coast,26,3100
Canned Soup (6pk) Plus,6.04,8.64,54,Food & Beverage,South,10,4296
Canned Tuna (6pk) Heavy Duty,45.57,53.25,2838,Food & Beverage,East Coast,29,4670
Rice 10lb V2,33.85,43.3,2572,Food & Beverage,Primary,9,5451
Pasta (6pk) Max,33.37,39.41,2661,Food & Beverage,Midwest,9,5466
Olive Oil Premium,32.58,37.77,770,Food & Beverage,East Coast,16,3122
Vinegar Eco,35.72,48.56,211,Food & Beverage,West Coast,7,5374
Salt & Pepper Set V2,19.53,25.29,923,Food & Beverage,International,20,3996
Spice Rack Mini,10.33,12.45,2307,Food & Beverage,East Coast,17,4406
Honey Compact,19.29,28.65,2286,Food & Beverage,Primary,17,4518
Granola Mini,39.64,55.97,281,Food & Beverage,International,22,3490
Protein Powder XL,8.17,12.09,779,Food & Beverage,Midwest,23,3427
Electrolyte Mix (30pk) XL,46.2,58.72,722,Food & Beverage,East Coast,16,4171
Wireless Mouse Eco,110.78,139.17,441,Electronics,West Coast,5,619
Mechanical Keyboard Compact,26.54,41.03,389,Electronics,Midwest,4,764
USB-C Hub Premium,537.34,794.17,6,Electronics,Primary,3,639
Webcam HD Single,678.32,789.55,119,Electronics,International,5,717
Bluetooth Speaker Pro,306.48,364.2,302,Electronics,Primary,1,839
Portable Charger Heavy Duty,293.1,443.39,497,Electronics,Midwest,5,719
HDMI Cable V3,482.5,656.12,376,Electronics,International,4,523
SSD 1TB Eco,723.2,951.34,69,Electronics,International,2,855
RAM 16GB V2,290.87,434.48,80,Electronics,East Coast,3,768
Graphics Card Lite,289.89,385.16,215,Electronics,Primary,4,746
CPU Processor Single,599.98,727.02,114,Electronics,International,5,969
Motherboard Heavy Duty,98.92,145.25,154,Electronics,International,4,639
Power Supply 750W Max,182.41,262.0,121,Electronics,South,4,916
PC Case Single,290.02,373.62,98,Electronics,International,2,765
Monitor 27 inch V3,138.1,182.55,445,Electronics,East Coast,4,502
Laptop Stand V2,548.11,680.14,399,Electronics,West Coast,1,629
Noise Cancelling Headphones V3,733.54,936.51,442,Electronics,South,4,869
Smart Watch Plus,513.56,733.07,107,Electronics,South,3,900
Fitness Tracker V2,455.72,540.3,477,Electronics,South,4,504
Wireless Earbuds Single,718.54,970.39,228,Electronics,East Coast,3,611
Tablet 10 inch Max,439.81,547.03,295,Electronics,West Coast,3,526
E-Reader Single,619.12,765.04,314,Electronics,Primary,4,556
Smart Plug Premium,501.13,744.4,67,Electronics,International,4,614
WiFi Router Pro,46.73,61.17,363,Electronics,West Coast,5,670
Network Switch V2,306.85,428.83,230,Electronics,Primary,1,770
External HDD 2TB Heavy Duty,564.76,695.28,178,Electronics,Midwest,2,932
Flash Drive 64GB V2,364.55,527.21,277,Electronics,South,5,848
Memory Card 128GB Plus,285.12,400.25,309,Electronics,Primary,4,745
Desk Lamp LED Premium,599.06,700.18,225,Electronics,Midwest,3,684
Phone Charger Heavy Duty,298.92,345.98,231,Electronics,International,3,761
